angle_of_departure,surface_bounces,bottom_bounces,ray
-80.0,10,10,"[[ 0.          2.        ]
 [ 0.13891854  1.2121538 ]
 [ 0.27783708  0.4243076 ]
 [ 0.35265396  0.        ]
 [ 0.35265396  0.        ]
 [ 0.4915725   0.7878462 ]
 [ 0.63049105  1.5756924 ]
 [ 0.76940959  2.36353861]
 [ 0.90832813  3.15138481]
 [ 1.04724667  3.93923101]
 [ 1.18616521  4.72707721]
 [ 1.32508376  5.51492342]
 [ 1.4640023   6.30276962]
 [ 1.60292084  7.09061582]
 [ 1.74183938  7.87846202]
 [ 1.76326981  8.        ]
 [ 1.76326981  8.        ]
 [ 1.90218835  7.2121538 ]
 [ 2.04110689  6.4243076 ]
 [ 2.18002543  5.63646139]
 [ 2.31894398  4.84861519]
 [ 2.45786252  4.06076899]
 [ 2.59678106  3.27292279]
 [ 2.7356996   2.48507658]
 [ 2.87461814  1.69723038]
 [ 3.01353669  0.90938418]
 [ 3.15245523  0.12153798]
 [ 3.17388565  0.        ]
 [ 3.17388565  0.        ]
 [ 3.31280419  0.7878462 ]
 [ 3.45172274  1.5756924 ]
 [ 3.59064128  2.36353861]
 [ 3.72955982  3.15138481]
 [ 3.86847836  3.93923101]
 [ 4.00739691  4.72707721]
 [ 4.14631545  5.51492342]
 [ 4.28523399  6.30276962]
 [ 4.42415253  7.09061582]
 [ 4.56307107  7.87846202]
 [ 4.5845015   8.        ]
 [ 4.5845015   8.        ]
 [ 4.72342004  7.2121538 ]
 [ 4.86233858  6.4243076 ]
 [ 5.00125712  5.63646139]
 [ 5.14017567  4.84861519]
 [ 5.27909421  4.06076899]
 [ 5.41801275  3.27292279]
 [ 5.55693129  2.48507658]
 [ 5.69584984  1.69723038]
 [ 5.83476838  0.90938418]
 [ 5.97368692  0.12153798]
 [ 5.99511734  0.        ]
 [ 5.99511734  0.        ]
 [ 6.13403589  0.7878462 ]
 [ 6.27295443  1.5756924 ]
 [ 6.41187297  2.36353861]
 [ 6.55079151  3.15138481]
 [ 6.68971005  3.93923101]
 [ 6.8286286   4.72707721]
 [ 6.96754714  5.51492342]
 [ 7.10646568  6.30276962]
 [ 7.24538422  7.09061582]
 [ 7.38430277  7.87846202]
 [ 7.40573319  8.        ]
 [ 7.40573319  8.        ]
 [ 7.54465173  7.2121538 ]
 [ 7.68357027  6.4243076 ]
 [ 7.82248882  5.63646139]
 [ 7.96140736  4.84861519]
 [ 8.1003259   4.06076899]
 [ 8.23924444  3.27292279]
 [ 8.37816298  2.48507658]
 [ 8.51708153  1.69723038]
 [ 8.65600007  0.90938418]
 [ 8.79491861  0.12153798]
 [ 8.81634904  0.        ]
 [ 8.81634904  0.        ]
 [ 8.95526758  0.7878462 ]
 [ 9.09418612  1.5756924 ]
 [ 9.23310466  2.36353861]
 [ 9.3720232   3.15138481]
 [ 9.51094175  3.93923101]
 [ 9.64986029  4.72707721]
 [ 9.78877883  5.51492342]
 [ 9.92769737  6.30276962]
 [10.06661591  7.09061582]
 [10.20553446  7.87846202]
 [10.22696488  8.        ]
 [10.22696488  8.        ]
 [10.36588342  7.2121538 ]
 [10.50480197  6.4243076 ]
 [10.64372051  5.63646139]
 [10.78263905  4.84861519]
 [10.92155759  4.06076899]
 [11.06047613  3.27292279]
 [11.19939468  2.48507658]
 [11.33831322  1.69723038]
 [11.47723176  0.90938418]
 [11.6161503   0.12153798]
 [11.63758073  0.        ]
 [11.63758073  0.        ]
 [11.77649927  0.7878462 ]
 [11.91541781  1.5756924 ]
 [12.05433635  2.36353861]
 [12.1932549   3.15138481]
 [12.33217344  3.93923101]
 [12.47109198  4.72707721]
 [12.61001052  5.51492342]
 [12.74892906  6.30276962]
 [12.88784761  7.09061582]
 [13.02676615  7.87846202]
 [13.04819657  8.        ]
 [13.04819657  8.        ]
 [13.18711511  7.2121538 ]
 [13.32603366  6.4243076 ]
 [13.4649522   5.63646139]
 [13.60387074  4.84861519]
 [13.74278928  4.06076899]
 [13.88170783  3.27292279]
 [14.02062637  2.48507658]
 [14.15954491  1.69723038]
 [14.29846345  0.90938418]
 [14.43738199  0.12153798]
 [14.45881242  0.        ]
 [14.45881242  0.        ]
 [14.59773096  0.7878462 ]
 [14.7366495   1.5756924 ]
 [14.87556804  2.36353861]
 [15.01448659  3.15138481]
 [15.15340513  3.93923101]
 [15.29232367  4.72707721]
 [15.43124221  5.51492342]
 [15.57016076  6.30276962]
 [15.7090793   7.09061582]
 [15.84799784  7.87846202]
 [15.86942826  8.        ]
 [15.86942826  8.        ]
 [16.00834681  7.2121538 ]
 [16.14726535  6.4243076 ]
 [16.28618389  5.63646139]
 [16.42510243  4.84861519]
 [16.56402097  4.06076899]
 [16.70293952  3.27292279]
 [16.84185806  2.48507658]
 [16.9807766   1.69723038]
 [17.11969514  0.90938418]
 [17.25861369  0.12153798]
 [17.28004411  0.        ]
 [17.28004411  0.        ]
 [17.41896265  0.7878462 ]
 [17.55788119  1.5756924 ]
 [17.69679974  2.36353861]
 [17.83571828  3.15138481]
 [17.97463682  3.93923101]
 [18.11355536  4.72707721]
 [18.2524739   5.51492342]
 [18.39139245  6.30276962]
 [18.53031099  7.09061582]
 [18.66922953  7.87846202]
 [18.69065996  8.        ]
 [18.69065996  8.        ]
 [18.8295785   7.2121538 ]
 [18.96849704  6.4243076 ]
 [19.10741558  5.63646139]
 [19.24633412  4.84861519]
 [19.38525267  4.06076899]
 [19.52417121  3.27292279]
 [19.66308975  2.48507658]
 [19.80200829  1.69723038]
 [19.94092683  0.90938418]
 [20.07984538  0.12153798]
 [20.1012758   0.        ]
 [20.1012758   0.        ]
 [20.24019434  0.7878462 ]
 [20.37911289  1.5756924 ]
 [20.51803143  2.36353861]
 [20.65694997  3.15138481]
 [20.79586851  3.93923101]
 [20.93478705  4.72707721]
 [21.0737056   5.51492342]
 [21.21262414  6.30276962]
 [21.35154268  7.09061582]
 [21.49046122  7.87846202]
 [21.51189165  8.        ]
 [21.51189165  8.        ]
 [21.65081019  7.2121538 ]
 [21.78972873  6.4243076 ]
 [21.92864727  5.63646139]
 [22.06756581  4.84861519]
 [22.20648436  4.06076899]
 [22.3454029   3.27292279]
 [22.48432144  2.48507658]
 [22.62323998  1.69723038]
 [22.76215853  0.90938418]
 [22.90107707  0.12153798]
 [22.92250749  0.        ]
 [22.92250749  0.        ]
 [23.06142603  0.7878462 ]
 [23.20034458  1.5756924 ]
 [23.33926312  2.36353861]
 [23.47818166  3.15138481]
 [23.6171002   3.93923101]
 [23.75601874  4.72707721]
 [23.89493729  5.51492342]
 [24.03385583  6.30276962]
 [24.17277437  7.09061582]
 [24.31169291  7.87846202]
 [24.33312334  8.        ]
 [24.33312334  8.        ]
 [24.47204188  7.2121538 ]
 [24.61096042  6.4243076 ]
 [24.74987896  5.63646139]
 [24.88879751  4.84861519]
 [25.02771605  4.06076899]
 [25.16663459  3.27292279]
 [25.30555313  2.48507658]
 [25.44447167  1.69723038]
 [25.58339022  0.90938418]
 [25.72230876  0.12153798]
 [25.74373918  0.        ]
 [25.74373918  0.        ]
 [25.88265773  0.7878462 ]
 [26.02157627  1.5756924 ]
 [26.16049481  2.36353861]
 [26.29941335  3.15138481]
 [26.43833189  3.93923101]
 [26.57725044  4.72707721]
 [26.71616898  5.51492342]
 [26.85508752  6.30276962]
 [26.99400606  7.09061582]
 [27.1329246   7.87846202]
 [27.15435503  8.        ]
 [27.15435503  8.        ]]"
-76.73469387755102,10,10,"[[ 0.          2.        ]
 [ 0.18356833  1.2213456 ]
 [ 0.36713666  0.44269121]
 [ 0.47150143  0.        ]
 [ 0.47150143  0.        ]
 [ 0.65506976  0.7786544 ]
 [ 0.83863809  1.55730879]
 [ 1.02220642  2.33596319]
 [ 1.20577475  3.11461758]
 [ 1.38934308  3.89327198]
 [ 1.57291142  4.67192637]
 [ 1.75647975  5.45058077]
 [ 1.94004808  6.22923517]
 [ 2.12361641  7.00788956]
 [ 2.30718474  7.78654396]
 [ 2.35750715  8.        ]
 [ 2.35750715  8.        ]
 [ 2.54107548  7.2213456 ]
 [ 2.72464381  6.44269121]
 [ 2.90821215  5.66403681]
 [ 3.09178048  4.88538242]
 [ 3.27534881  4.10672802]
 [ 3.45891714  3.32807363]
 [ 3.64248547  2.54941923]
 [ 3.8260538   1.77076483]
 [ 4.00962213  0.99211044]
 [ 4.19319046  0.21345604]
 [ 4.24351288  0.        ]
 [ 4.24351288  0.        ]
 [ 4.42708121  0.7786544 ]
 [ 4.61064954  1.55730879]
 [ 4.79421787  2.33596319]
 [ 4.9777862   3.11461758]
 [ 5.16135453  3.89327198]
 [ 5.34492286  4.67192637]
 [ 5.52849119  5.45058077]
 [ 5.71205952  6.22923517]
 [ 5.89562785  7.00788956]
 [ 6.07919618  7.78654396]
 [ 6.1295186   8.        ]
 [ 6.1295186   8.        ]
 [ 6.31308693  7.2213456 ]
 [ 6.49665526  6.44269121]
 [ 6.68022359  5.66403681]
 [ 6.86379192  4.88538242]
 [ 7.04736025  4.10672802]
 [ 7.23092858  3.32807363]
 [ 7.41449691  2.54941923]
 [ 7.59806524  1.77076483]
 [ 7.78163357  0.99211044]
 [ 7.96520191  0.21345604]
 [ 8.01552432  0.        ]
 [ 8.01552432  0.        ]
 [ 8.19909265  0.7786544 ]
 [ 8.38266098  1.55730879]
 [ 8.56622931  2.33596319]
 [ 8.74979764  3.11461758]
 [ 8.93336597  3.89327198]
 [ 9.1169343   4.67192637]
 [ 9.30050264  5.45058077]
 [ 9.48407097  6.22923517]
 [ 9.6676393   7.00788956]
 [ 9.85120763  7.78654396]
 [ 9.90153004  8.        ]
 [ 9.90153004  8.        ]
 [10.08509837  7.2213456 ]
 [10.2686667   6.44269121]
 [10.45223503  5.66403681]
 [10.63580337  4.88538242]
 [10.8193717   4.10672802]
 [11.00294003  3.32807363]
 [11.18650836  2.54941923]
 [11.37007669  1.77076483]
 [11.55364502  0.99211044]
 [11.73721335  0.21345604]
 [11.78753577  0.        ]
 [11.78753577  0.        ]
 [11.9711041   0.7786544 ]
 [12.15467243  1.55730879]
 [12.33824076  2.33596319]
 [12.52180909  3.11461758]
 [12.70537742  3.89327198]
 [12.88894575  4.67192637]
 [13.07251408  5.45058077]
 [13.25608241  6.22923517]
 [13.43965074  7.00788956]
 [13.62321907  7.78654396]
 [13.67354149  8.        ]
 [13.67354149  8.        ]
 [13.85710982  7.2213456 ]
 [14.04067815  6.44269121]
 [14.22424648  5.66403681]
 [14.40781481  4.88538242]
 [14.59138314  4.10672802]
 [14.77495147  3.32807363]
 [14.9585198   2.54941923]
 [15.14208813  1.77076483]
 [15.32565646  0.99211044]
 [15.5092248   0.21345604]
 [15.55954721  0.        ]
 [15.55954721  0.        ]
 [15.74311554  0.7786544 ]
 [15.92668387  1.55730879]
 [16.1102522   2.33596319]
 [16.29382053  3.11461758]
 [16.47738886  3.89327198]
 [16.66095719  4.67192637]
 [16.84452553  5.45058077]
 [17.02809386  6.22923517]
 [17.21166219  7.00788956]
 [17.39523052  7.78654396]
 [17.44555293  8.        ]
 [17.44555293  8.        ]
 [17.62912126  7.2213456 ]
 [17.81268959  6.44269121]
 [17.99625792  5.66403681]
 [18.17982626  4.88538242]
 [18.36339459  4.10672802]
 [18.54696292  3.32807363]
 [18.73053125  2.54941923]
 [18.91409958  1.77076483]
 [19.09766791  0.99211044]
 [19.28123624  0.21345604]
 [19.33155865  0.        ]
 [19.33155865  0.        ]
 [19.51512699  0.7786544 ]
 [19.69869532  1.55730879]
 [19.88226365  2.33596319]
 [20.06583198  3.11461758]
 [20.24940031  3.89327198]
 [20.43296864  4.67192637]
 [20.61653697  5.45058077]
 [20.8001053   6.22923517]
 [20.98367363  7.00788956]
 [21.16724196  7.78654396]
 [21.21756438  8.        ]
 [21.21756438  8.        ]
 [21.40113271  7.2213456 ]
 [21.58470104  6.44269121]
 [21.76826937  5.66403681]
 [21.9518377   4.88538242]
 [22.13540603  4.10672802]
 [22.31897436  3.32807363]
 [22.50254269  2.54941923]
 [22.68611102  1.77076483]
 [22.86967935  0.99211044]
 [23.05324768  0.21345604]
 [23.1035701   0.        ]
 [23.1035701   0.        ]
 [23.28713843  0.7786544 ]
 [23.47070676  1.55730879]
 [23.65427509  2.33596319]
 [23.83784342  3.11461758]
 [24.02141175  3.89327198]
 [24.20498008  4.67192637]
 [24.38854841  5.45058077]
 [24.57211675  6.22923517]
 [24.75568508  7.00788956]
 [24.93925341  7.78654396]
 [24.98957582  8.        ]
 [24.98957582  8.        ]
 [25.17314415  7.2213456 ]
 [25.35671248  6.44269121]
 [25.54028081  5.66403681]
 [25.72384915  4.88538242]
 [25.90741748  4.10672802]
 [26.09098581  3.32807363]
 [26.27455414  2.54941923]
 [26.45812247  1.77076483]
 [26.6416908   0.99211044]
 [26.82525913  0.21345604]
 [26.87558154  0.        ]
 [26.87558154  0.        ]
 [27.05914988  0.7786544 ]
 [27.24271821  1.55730879]
 [27.42628654  2.33596319]
 [27.60985487  3.11461758]
 [27.7934232   3.89327198]
 [27.97699153  4.67192637]
 [28.16055986  5.45058077]
 [28.34412819  6.22923517]
 [28.52769652  7.00788956]
 [28.71126485  7.78654396]
 [28.76158727  8.        ]
 [28.76158727  8.        ]
 [28.9451556   7.2213456 ]
 [29.12872393  6.44269121]
 [29.31229226  5.66403681]
 [29.49586059  4.88538242]
 [29.67942892  4.10672802]
 [29.86299725  3.32807363]
 [30.04656558  2.54941923]
 [30.23013391  1.77076483]
 [30.41370224  0.99211044]
 [30.59727057  0.21345604]
 [30.64759299  0.        ]
 [30.64759299  0.        ]
 [30.83116132  0.7786544 ]
 [31.01472965  1.55730879]
 [31.19829798  2.33596319]
 [31.38186631  3.11461758]
 [31.56543464  3.89327198]
 [31.74900297  4.67192637]
 [31.9325713   5.45058077]
 [32.11613964  6.22923517]
 [32.29970797  7.00788956]
 [32.4832763   7.78654396]
 [32.53359871  8.        ]
 [32.53359871  8.        ]
 [32.71716704  7.2213456 ]
 [32.90073537  6.44269121]
 [33.0843037   5.66403681]
 [33.26787203  4.88538242]
 [33.45144037  4.10672802]
 [33.6350087   3.32807363]
 [33.81857703  2.54941923]
 [34.00214536  1.77076483]
 [34.18571369  0.99211044]
 [34.36928202  0.21345604]
 [34.41960443  0.        ]
 [34.41960443  0.        ]
 [34.60317276  0.7786544 ]
 [34.7867411   1.55730879]
 [34.97030943  2.33596319]
 [35.15387776  3.11461758]
 [35.33744609  3.89327198]
 [35.52101442  4.67192637]
 [35.70458275  5.45058077]
 [35.88815108  6.22923517]
 [36.07171941  7.00788956]
 [36.25528774  7.78654396]
 [36.30561016  8.        ]
 [36.30561016  8.        ]]"
-73.46938775510206,10,10,"[[ 0.          2.        ]
 [ 0.22762207  1.23306572]
 [ 0.45524414  0.46613144]
 [ 0.5935895   0.        ]
 [ 0.5935895   0.        ]
 [ 0.82121157  0.76693428]
 [ 1.04883364  1.53386856]
 [ 1.27645571  2.30080285]
 [ 1.50407778  3.06773713]
 [ 1.73169985  3.83467141]
 [ 1.95932192  4.60160569]
 [ 2.18694399  5.36853998]
 [ 2.41456606  6.13547426]
 [ 2.64218813  6.90240854]
 [ 2.86981019  7.66934282]
 [ 2.96794751  8.        ]
 [ 2.96794751  8.        ]
 [ 3.19556958  7.23306572]
 [ 3.42319165  6.46613144]
 [ 3.65081372  5.69919715]
 [ 3.87843579  4.93226287]
 [ 4.10605786  4.16532859]
 [ 4.33367992  3.39839431]
 [ 4.56130199  2.63146002]
 [ 4.78892406  1.86452574]
 [ 5.01654613  1.09759146]
 [ 5.2441682   0.33065718]
 [ 5.34230552  0.        ]
 [ 5.34230552  0.        ]
 [ 5.56992759  0.76693428]
 [ 5.79754965  1.53386856]
 [ 6.02517172  2.30080285]
 [ 6.25279379  3.06773713]
 [ 6.48041586  3.83467141]
 [ 6.70803793  4.60160569]
 [ 6.93566     5.36853998]
 [ 7.16328207  6.13547426]
 [ 7.39090414  6.90240854]
 [ 7.61852621  7.66934282]
 [ 7.71666352  8.        ]
 [ 7.71666352  8.        ]
 [ 7.94428559  7.23306572]
 [ 8.17190766  6.46613144]
 [ 8.39952973  5.69919715]
 [ 8.6271518   4.93226287]
 [ 8.85477387  4.16532859]
 [ 9.08239594  3.39839431]
 [ 9.31001801  2.63146002]
 [ 9.53764008  1.86452574]
 [ 9.76526215  1.09759146]
 [ 9.99288422  0.33065718]
 [10.09102153  0.        ]
 [10.09102153  0.        ]
 [10.3186436   0.76693428]
 [10.54626567  1.53386856]
 [10.77388774  2.30080285]
 [11.00150981  3.06773713]
 [11.22913188  3.83467141]
 [11.45675395  4.60160569]
 [11.68437602  5.36853998]
 [11.91199808  6.13547426]
 [12.13962015  6.90240854]
 [12.36724222  7.66934282]
 [12.46537954  8.        ]
 [12.46537954  8.        ]
 [12.69300161  7.23306572]
 [12.92062368  6.46613144]
 [13.14824575  5.69919715]
 [13.37586781  4.93226287]
 [13.60348988  4.16532859]
 [13.83111195  3.39839431]
 [14.05873402  2.63146002]
 [14.28635609  1.86452574]
 [14.51397816  1.09759146]
 [14.74160023  0.33065718]
 [14.83973754  0.        ]
 [14.83973754  0.        ]
 [15.06735961  0.76693428]
 [15.29498168  1.53386856]
 [15.52260375  2.30080285]
 [15.75022582  3.06773713]
 [15.97784789  3.83467141]
 [16.20546996  4.60160569]
 [16.43309203  5.36853998]
 [16.6607141   6.13547426]
 [16.88833617  6.90240854]
 [17.11595824  7.66934282]
 [17.21409555  8.        ]
 [17.21409555  8.        ]
 [17.44171762  7.23306572]
 [17.66933969  6.46613144]
 [17.89696176  5.69919715]
 [18.12458383  4.93226287]
 [18.3522059   4.16532859]
 [18.57982797  3.39839431]
 [18.80745004  2.63146002]
 [19.03507211  1.86452574]
 [19.26269418  1.09759146]
 [19.49031624  0.33065718]
 [19.58845356  0.        ]
 [19.58845356  0.        ]
 [19.81607563  0.76693428]
 [20.0436977   1.53386856]
 [20.27131977  2.30080285]
 [20.49894184  3.06773713]
 [20.72656391  3.83467141]
 [20.95418597  4.60160569]
 [21.18180804  5.36853998]
 [21.40943011  6.13547426]
 [21.63705218  6.90240854]
 [21.86467425  7.66934282]
 [21.96281157  8.        ]
 [21.96281157  8.        ]
 [22.19043364  7.23306572]
 [22.4180557   6.46613144]
 [22.64567777  5.69919715]
 [22.87329984  4.93226287]
 [23.10092191  4.16532859]
 [23.32854398  3.39839431]
 [23.55616605  2.63146002]
 [23.78378812  1.86452574]
 [24.01141019  1.09759146]
 [24.23903226  0.33065718]
 [24.33716957  0.        ]
 [24.33716957  0.        ]
 [24.56479164  0.76693428]
 [24.79241371  1.53386856]
 [25.02003578  2.30080285]
 [25.24765785  3.06773713]
 [25.47527992  3.83467141]
 [25.70290199  4.60160569]
 [25.93052406  5.36853998]
 [26.15814613  6.13547426]
 [26.3857682   6.90240854]
 [26.61339027  7.66934282]
 [26.71152758  8.        ]
 [26.71152758  8.        ]
 [26.93914965  7.23306572]
 [27.16677172  6.46613144]
 [27.39439379  5.69919715]
 [27.62201586  4.93226287]
 [27.84963793  4.16532859]
 [28.07726     3.39839431]
 [28.30488207  2.63146002]
 [28.53250413  1.86452574]
 [28.7601262   1.09759146]
 [28.98774827  0.33065718]
 [29.08588559  0.        ]
 [29.08588559  0.        ]
 [29.31350766  0.76693428]
 [29.54112973  1.53386856]
 [29.7687518   2.30080285]
 [29.99637386  3.06773713]
 [30.22399593  3.83467141]
 [30.451618    4.60160569]
 [30.67924007  5.36853998]
 [30.90686214  6.13547426]
 [31.13448421  6.90240854]
 [31.36210628  7.66934282]
 [31.46024359  8.        ]
 [31.46024359  8.        ]
 [31.68786566  7.23306572]
 [31.91548773  6.46613144]
 [32.1431098   5.69919715]
 [32.37073187  4.93226287]
 [32.59835394  4.16532859]
 [32.82597601  3.39839431]
 [33.05359808  2.63146002]
 [33.28122015  1.86452574]
 [33.50884222  1.09759146]
 [33.73646429  0.33065718]
 [33.8346016   0.        ]
 [33.8346016   0.        ]
 [34.06222367  0.76693428]
 [34.28984574  1.53386856]
 [34.51746781  2.30080285]
 [34.74508988  3.06773713]
 [34.97271195  3.83467141]
 [35.20033402  4.60160569]
 [35.42795609  5.36853998]
 [35.65557816  6.13547426]
 [35.88320023  6.90240854]
 [36.11082229  7.66934282]
 [36.20895961  8.        ]
 [36.20895961  8.        ]
 [36.43658168  7.23306572]
 [36.66420375  6.46613144]
 [36.89182582  5.69919715]
 [37.11944789  4.93226287]
 [37.34706996  4.16532859]
 [37.57469202  3.39839431]
 [37.80231409  2.63146002]
 [38.02993616  1.86452574]
 [38.25755823  1.09759146]
 [38.4851803   0.33065718]
 [38.58331762  0.        ]
 [38.58331762  0.        ]
 [38.81093969  0.76693428]
 [39.03856175  1.53386856]
 [39.26618382  2.30080285]
 [39.49380589  3.06773713]
 [39.72142796  3.83467141]
 [39.94905003  4.60160569]
 [40.1766721   5.36853998]
 [40.40429417  6.13547426]
 [40.63191624  6.90240854]
 [40.85953831  7.66934282]
 [40.95767562  8.        ]
 [40.95767562  8.        ]
 [41.18529769  7.23306572]
 [41.41291976  6.46613144]
 [41.64054183  5.69919715]
 [41.8681639   4.93226287]
 [42.09578597  4.16532859]
 [42.32340804  3.39839431]
 [42.55103011  2.63146002]
 [42.77865218  1.86452574]
 [43.00627425  1.09759146]
 [43.23389632  0.33065718]
 [43.33203363  0.        ]
 [43.33203363  0.        ]
 [43.5596557   0.76693428]
 [43.78727777  1.53386856]
 [44.01489984  2.30080285]
 [44.24252191  3.06773713]
 [44.47014398  3.83467141]
 [44.69776605  4.60160569]
 [44.92538812  5.36853998]
 [45.15301018  6.13547426]
 [45.38063225  6.90240854]
 [45.60825432  7.66934282]
 [45.70639164  8.        ]
 [45.70639164  8.        ]]"
